experiment_id,instance,method,weekstart,horizon,tstep,driverfactor,rho-value,opt_gap,lambda,maxdriverhours,lambda2,varsettingiterations,strengthenredcosts,formulation,columnmemory,variablefixing_lb,variablefixing_ub,deletioniterationpct,deletionthreshold,cuttype,symmetrybreaking
50,4,cg,2019-06-30,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
51,4,cg,2019-07-07,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
52,4,cg,2019-07-14,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
53,4,cg,2019-07-21,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
54,4,cg,2019-07-28,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
55,4,cg,2019-08-04,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
56,4,cg,2019-08-11,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
57,4,cg,2019-06-23,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
58,4,cg,2019-06-23,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
59,4,cg,2019-06-23,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
60,4,cg,2019-06-30,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
61,4,cg,2019-06-30,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
62,4,cg,2019-06-30,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
63,4,cg,2019-07-07,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
64,4,cg,2019-07-07,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
65,4,cg,2019-07-07,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
66,4,cg,2019-07-14,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
67,4,cg,2019-07-14,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
68,4,cg,2019-07-14,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
69,4,cg,2019-07-21,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
70,4,cg,2019-07-21,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
71,4,cg,2019-07-21,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
72,4,cg,2019-07-28,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
73,4,cg,2019-07-28,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
74,4,cg,2019-07-28,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
75,4,cg,2019-08-04,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
76,4,cg,2019-08-04,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
77,4,cg,2019-08-04,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
78,4,cg,2019-08-11,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
79,4,cg,2019-08-11,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
80,4,cg,2019-08-11,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
81,4,ip,2019-06-23,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
82,4,ip,2019-06-23,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
83,4,ip,2019-06-30,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
84,4,ip,2019-06-30,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
85,4,ip,2019-07-07,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
86,4,ip,2019-07-07,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
87,4,ip,2019-07-14,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
88,4,ip,2019-07-14,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
89,4,ip,2019-07-21,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
90,4,ip,2019-07-21,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
91,4,ip,2019-07-28,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
92,4,ip,2019-07-28,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
93,4,ip,2019-08-04,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
94,4,ip,2019-08-04,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
95,4,ip,2019-08-11,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
96,4,ip,2019-08-11,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
97,4,sag,2019-06-23,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
98,4,sag,2019-06-30,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
99,4,sag,2019-07-07,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
100,4,sag,2019-07-14,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
101,4,sag,2019-07-21,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
102,4,sag,2019-07-28,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
103,4,sag,2019-08-04,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
104,4,sag,2019-08-11,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
105,4,sag,2019-06-23,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
106,4,sag,2019-06-30,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
107,4,sag,2019-07-07,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
108,4,sag,2019-07-14,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
109,4,sag,2019-07-21,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
110,4,sag,2019-07-28,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
111,4,sag,2019-08-04,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
112,4,sag,2019-08-11,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
113,4,sag,2019-06-23,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
114,4,sag,2019-06-23,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
115,4,sag,2019-06-23,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
116,4,sag,2019-06-30,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
117,4,sag,2019-06-30,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
118,4,sag,2019-06-30,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
119,4,sag,2019-07-07,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
120,4,sag,2019-07-07,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
121,4,sag,2019-07-07,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
122,4,sag,2019-07-14,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
123,4,sag,2019-07-14,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
124,4,sag,2019-07-14,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
125,4,sag,2019-07-21,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
126,4,sag,2019-07-21,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
127,4,sag,2019-07-21,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
128,4,sag,2019-07-28,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
129,4,sag,2019-07-28,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
130,4,sag,2019-07-28,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
131,4,sag,2019-08-04,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
132,4,sag,2019-08-04,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
133,4,sag,2019-08-04,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
134,4,sag,2019-08-11,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
135,4,sag,2019-08-11,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
136,4,sag,2019-08-11,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
137,4,mag,2019-06-23,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
138,4,mag,2019-06-30,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
139,4,mag,2019-07-07,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
140,4,mag,2019-07-14,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
141,4,mag,2019-07-21,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
142,4,mag,2019-07-28,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
143,4,mag,2019-08-04,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
144,4,mag,2019-08-11,3,3,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
145,4,mag,2019-06-23,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
146,4,mag,2019-06-30,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
147,4,mag,2019-07-07,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
148,4,mag,2019-07-14,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
149,4,mag,2019-07-21,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
150,4,mag,2019-07-28,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
151,4,mag,2019-08-04,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
152,4,mag,2019-08-11,3,6,5.5,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
153,4,mag,2019-06-23,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
154,4,mag,2019-06-23,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
155,4,mag,2019-06-23,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
156,4,mag,2019-06-30,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
157,4,mag,2019-06-30,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
158,4,mag,2019-06-30,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
159,4,mag,2019-07-07,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
160,4,mag,2019-07-07,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
161,4,mag,2019-07-07,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
162,4,mag,2019-07-14,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
163,4,mag,2019-07-14,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
164,4,mag,2019-07-14,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
165,4,mag,2019-07-21,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
166,4,mag,2019-07-21,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
167,4,mag,2019-07-21,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
168,4,mag,2019-07-28,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
169,4,mag,2019-07-28,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
170,4,mag,2019-07-28,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
171,4,mag,2019-08-04,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
172,4,mag,2019-08-04,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
173,4,mag,2019-08-04,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
174,4,mag,2019-08-11,5,6,5.5,0,0.01,100,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
175,4,mag,2019-08-11,5,6,5.5,0,0.01,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
176,4,mag,2019-08-11,5,6,5.5,0,0.01,1000,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
177,4,mag,2019-06-23,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
178,4,mag,2019-06-30,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
179,4,mag,2019-07-07,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
180,4,mag,2019-07-14,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
181,4,mag,2019-07-21,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
182,4,mag,2019-07-28,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
183,4,mag,2019-08-04,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
184,4,mag,2019-08-11,3,3,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
185,4,mag,2019-06-23,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
186,4,mag,2019-06-30,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
187,4,mag,2019-07-07,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
188,4,mag,2019-07-14,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
189,4,mag,2019-07-21,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
190,4,mag,2019-07-28,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
191,4,mag,2019-08-04,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
192,4,mag,2019-08-11,3,6,5.5,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
193,4,mag,2019-06-23,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
194,4,mag,2019-06-23,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
195,4,mag,2019-06-23,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
196,4,mag,2019-06-30,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
197,4,mag,2019-06-30,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
198,4,mag,2019-06-30,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
199,4,mag,2019-07-07,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
200,4,mag,2019-07-07,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
201,4,mag,2019-07-07,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
202,4,mag,2019-07-14,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
203,4,mag,2019-07-14,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
204,4,mag,2019-07-14,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
205,4,mag,2019-07-21,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
206,4,mag,2019-07-21,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
207,4,mag,2019-07-21,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
208,4,mag,2019-07-28,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
209,4,mag,2019-07-28,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
210,4,mag,2019-07-28,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
211,4,mag,2019-08-04,5,6,5.5,0,0.01,100,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
212,4,mag,2019-08-04,5,6,5.5,0,0.01,500,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
213,4,mag,2019-08-04,5,6,5.5,0,0.01,1000,36,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0
